version,scope,model,contrast,family,F,S,U,records,original_run_ids
revised,all13,GPT55,B-C,F08,0.0,0.0,0.0,R0025;R0026;R0027;R0028,91f5cee460f362f2f2c9b0ab;b872912a9ffc070c91094b0a;cb73939607414dd5286f1b9c;d494a6c81385527934dfc202
revised,all13,GPT55,B-C,F17,0.0,0.0,0.0,R0033;R0034;R0035;R0036,54cefa0b0e0d8d3d40d9e49c;b1491c8e1a1548024498d350;3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430
revised,all13,GPT55,B-C,X05,0.0,0.0,0.0,R0057;R0058;R0059;R0060,e764792fc60c81be1cfb7f82;06cee2500d24f0e84e3de94b;38f77ba121acec1d12e81951;e83b600e2abde1b605547e2c
revised,all13,GPT55,B-C,X06,0.0,1.0,-1.0,R0065;R0066;R0067;R0068,d16048f444b04b3ce68c2d87;6f19a40bb04f472e8df11100;d498e7890a9a2e2e9fe19892;541450949261dcd40391b534
revised,all13,GPT55,B-C,X11,0.0,1.0,-1.0,R0073;R0074;R0075;R0076,1c8028543822ef40880d5f36;846041505f7a864c203ea1be;f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f
revised,all13,GPT55,B-C,X20,0.0,0.0,0.0,R0081;R0082;R0083;R0084,e742b1a2dddf683f05adb1f1;458b3e1e2b11bf313b1e3c52;b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c
revised,all13,GPT55,B-C,X24,0.0,0.0,0.0,R0089;R0090;R0091;R0092,6f063bf66b4dec4e96f6ab68;940bf15ef254575acdbeba69;fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8
revised,all13,GPT55,C-I,F01,0.0,-0.5,0.5,R0003;R0004;R0005;R0006,79073b176698ed7cde2ac8a1;ea2f98d7628c2ebfea01b894;99dcdadfc4694bb6e17dfc57;fca9a3bc6ef123aaac891d53
revised,all13,GPT55,C-I,F02,0.0,0.0,0.0,R0011;R0012;R0013;R0014,9d67b5c0eef200a07c2cf08f;dd8e2180fbef3fa154019ede;9a9d27b7402d11faf3cc8ca4;724d3646232fd1cf766c20b7
revised,all13,GPT55,C-I,F04,0.0,0.0,0.0,R0019;R0020;R0021;R0022,0ad4cd114e31329348ff9f4b;955dcca8de7ecd339b1005f6;34fc1b221f11e18bdd8ef2d1;92553a8b954eba93c23d53f6
revised,all13,GPT55,C-I,F08,0.0,1.0,-1.0,R0027;R0028;R0029;R0030,cb73939607414dd5286f1b9c;d494a6c81385527934dfc202;c6b4b3654020c9f2d3da55ea;238bac2c753e2b345852092b
revised,all13,GPT55,C-I,F17,0.0,0.0,0.0,R0035;R0036;R0037;R0038,3c3177a2417522382cbe4a2a;90a4e08ac3793d52c8a48430;ef9fced57cc95aa22e698299;b25530d90387b0ff6c82c489
revised,all13,GPT55,C-I,F20,0.0,0.0,0.0,R0043;R0044;R0045;R0046,0246d71e17a341482d5c048c;974376e308b2768b4ddd1b2f;8070236bec7eb37e50ba545e;e4d8a962f015968d1d8c6027
revised,all13,GPT55,C-I,X05,0.0,0.0,0.0,R0059;R0060;R0061;R0062,38f77ba121acec1d12e81951;e83b600e2abde1b605547e2c;608398c6d37f46e516e0d3f4;efcb679f0bb6ee81ca77d152
revised,all13,GPT55,C-I,X06,0.0,-1.0,1.0,R0067;R0068;R0069;R0070,d498e7890a9a2e2e9fe19892;541450949261dcd40391b534;af71f64ad0fc6fbac61bf89a;f4efcee7a2e3d772bea1dfa0
revised,all13,GPT55,C-I,X11,0.0,-1.0,1.0,R0075;R0076;R0077;R0078,f92c4a2471e64628da6afc77;afc514ac8bba0bccf906861f;69725139b5576ba7571bbf30;60031b5b8a44b670d6f57b88
revised,all13,GPT55,C-I,X20,0.0,0.0,0.0,R0083;R0084;R0085;R0086,b6e466800a7e91b56e7f9be0;169fb58374da74bd21996f4c;8ffc5babf5fed378ff37e6d6;947d65c50244f47af3c7941f
revised,all13,GPT55,C-I,X24,0.0,0.0,0.0,R0091;R0092;R0093;R0094,fca4138da29e6c5c16b036e6;e479c9f31098126618eda6d8;f6587a0d3e65abcf820b9b4b;cb5a12b41e0e9da0fd47af34
revised,all13,Luna,C-N,F01,0.0,-1.0,1.0,R0107;R0108;R0111;R0112,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c;868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
revised,all13,Luna,C-N,F02,0.0,0.0,0.0,R0115;R0116;R0119;R0120,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304;985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
revised,all13,Luna,C-N,F04,0.0,0.0,0.0,R0123;R0124;R0127;R0128,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f;8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
revised,all13,Luna,C-N,F08,0.0,0.0,0.0,R0131;R0132;R0135;R0136,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5;b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
revised,all13,Luna,C-N,F20,0.0,0.0,0.0,R0147;R0148;R0151;R0152,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67;a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
revised,all13,Luna,C-N,X02,0.5,0.5,0.0,R0155;R0156;R0159;R0160,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c;1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
revised,all13,Luna,C-N,X05,-0.5,0.0,0.0,R0163;R0164;R0167;R0168,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7;5c8c00e9076e557fd70e5654;6e416f463d05143e8ffbcd6a
revised,all13,Luna,C-N,X06,-1.0,0.0,0.0,R0171;R0172;R0175;R0176,1ab20b33a1403dfe8b53b0f7;7702ca40bdbf807ce155ccbb;6a93ec3884ec04fe8487bc14;f7bc779237595e3e135a4d47
revised,all13,Luna,C-N,X11,0.0,-0.5,0.5,R0179;R0180;R0183;R0184,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48;d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
revised,all13,Luna,C-N,X20,-0.5,0.0,0.0,R0187;R0188;R0191;R0192,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b;0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
revised,all13,Luna,C-N,X24,0.5,0.0,0.0,R0195;R0196;R0199;R0200,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc;c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
revised,all13,Luna,I-N,F01,0.0,0.0,0.0,R0109;R0110;R0111;R0112,749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282;868d93f42c626858daa25bdc;81c25197515e22d5ce8b2a38
revised,all13,Luna,I-N,F02,0.0,0.0,0.0,R0117;R0118;R0119;R0120,7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4;985144b6456aa9b15f3e46b3;727b30b5c9e01bb32800fe66
revised,all13,Luna,I-N,F04,0.0,0.0,0.0,R0125;R0126;R0127;R0128,16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d;8f9ebbd50f39466c2f6d9e8d;8c00a937f921cc6bc13152ec
revised,all13,Luna,I-N,F08,0.0,0.0,0.0,R0133;R0134;R0135;R0136,a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79;b35fad166890b2a25a4b1bdc;72c07ec1f7a5719b29f09904
revised,all13,Luna,I-N,F20,0.0,0.0,0.0,R0149;R0150;R0151;R0152,2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2;a767fb4bc8404685909eb93f;ffc60298bc7e5a4f3eb9aa3d
revised,all13,Luna,I-N,X02,0.0,0.5,0.0,R0157;R0158;R0159;R0160,c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25;1393011d0876b090a0e676f2;898d2bb1c4c36e60fc0d93b5
revised,all13,Luna,I-N,X05,-0.5,0.0,0.0,R0165;R0166;R0167;R0168,7d95a888a8d55c0131161129;1d7a958cfca5fd5aac80bfe3;5c8c00e9076e557fd70e5654;6e416f463d05143e8ffbcd6a
revised,all13,Luna,I-N,X11,0.0,0.5,-0.5,R0181;R0182;R0183;R0184,ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3;d2ce3c65898ee309064ea309;034e7ebda7ce4bd4544e33f5
revised,all13,Luna,I-N,X20,0.0,0.0,0.0,R0189;R0190;R0191;R0192,660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79;0bf1f43887298c8f8f54dbae;a522949217d2369b4f488221
revised,all13,Luna,I-N,X24,0.0,0.0,0.0,R0197;R0198;R0199;R0200,32b99c5b1b2143df8367ceca;e6d110e649584901537e831a;c8c3c5323d7fe52dc49acdbe;44f8e64b55856c97d1575883
revised,all13,Luna,B-C,F01,0.0,0.0,0.0,R0105;R0106;R0107;R0108,28d21fb572e3d4b36cf757ae;644673d56fa8bd6003fd8595;1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c
revised,all13,Luna,B-C,F02,0.0,0.0,0.0,R0113;R0114;R0115;R0116,79feb9e8ab2968a02d8f42f3;7c5f0c37ab2ff2cf419de8ec;15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304
revised,all13,Luna,B-C,F04,0.0,1.0,-1.0,R0121;R0122;R0123;R0124,3d5303ef85b1febeb762ac7b;a56e7aa12e6f8153924d009e;1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f
revised,all13,Luna,B-C,F08,0.0,0.5,-0.5,R0129;R0130;R0131;R0132,0b1cc8aa4e0e8a9ac96c90ae;3076a16971bd5dce8c4b7c39;329d297691fa651a363f3aa3;6f77434722612eee739e2bd5
revised,all13,Luna,B-C,F20,0.0,0.0,0.0,R0145;R0146;R0147;R0148,f3f2427f8a3d0a26f27411ba;f790d4f8082af746e1bb7b68;6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67
revised,all13,Luna,B-C,X02,-0.5,0.0,0.0,R0153;R0154;R0155;R0156,0fbed357d4a65f10287f1933;2fa4578626aebc4ec3624f60;d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c
revised,all13,Luna,B-C,X05,0.5,0.0,0.0,R0161;R0162;R0163;R0164,8b8db58d0f558744df41dd71;2a2d4f6bcb98371fb708ab9a;a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7
revised,all13,Luna,B-C,X06,1.0,-0.5,0.5,R0169;R0170;R0171;R0172,bb533a0ca3d9a4ac8b7ee3f1;41b31e8e306569027d682f70;1ab20b33a1403dfe8b53b0f7;7702ca40bdbf807ce155ccbb
revised,all13,Luna,B-C,X11,0.0,0.5,-0.5,R0177;R0178;R0179;R0180,aeda47e032710cf852327775;d2af94077df6d94644e5d5a2;8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48
revised,all13,Luna,B-C,X20,0.0,0.0,0.0,R0185;R0186;R0187;R0188,e9ac397387c132ff72bec285;019a6605add7afbf33782843;b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b
revised,all13,Luna,B-C,X24,-0.5,0.0,0.0,R0193;R0194;R0195;R0196,849d381fbec6fd6a471c4d38;c792f4eda80f50db431d4f54;89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc
revised,all13,Luna,C-I,F01,0.0,-1.0,1.0,R0107;R0108;R0109;R0110,1e1ac330571e4ab519d2d06d;85ce1c665275ecc6aee3d88c;749626191b98cd27805f52b0;7bf1a3b8dad2b0465f543282
revised,all13,Luna,C-I,F02,0.0,0.0,0.0,R0115;R0116;R0117;R0118,15bdb1ce0e9363f3e77b2443;792bfc0139c3daf285c65304;7f1159c2021751ebb031d62a;bd439ccc02d016d3831e21a4
revised,all13,Luna,C-I,F04,0.0,0.0,0.0,R0123;R0124;R0125;R0126,1b8e40cefb62ff78b3a044da;d037c8bc1b9124615516345f;16b578e5aaf05fb79d187fd4;f0e5b95cf76e5b6c57de864d
revised,all13,Luna,C-I,F08,0.0,0.0,0.0,R0131;R0132;R0133;R0134,329d297691fa651a363f3aa3;6f77434722612eee739e2bd5;a07d77e712fa9a1038a82fc6;3fd87da47fa63ec6d13eab79
revised,all13,Luna,C-I,F17,0.0,0.0,0.0,R0139;R0140;R0141;R0142,ed5ea84d2d032a36c90fd1d5;4ead78b61cb1daaa1b1c3be3;1436d480f7353b811f2241f6;be4596f24720641740331e15
revised,all13,Luna,C-I,F20,0.0,0.0,0.0,R0147;R0148;R0149;R0150,6d6ac87107f7369dee9a3b4f;9785cd57f0451aca2d54bf67;2f3aeb2fe45274cc64be4141;2f11f9fcbad2aa2d048c50f2
revised,all13,Luna,C-I,X02,0.5,0.0,0.0,R0155;R0156;R0157;R0158,d6bd51a9fc7f2556ee4b3448;8dfe5ebf607c6a93fe88298c;c64b5590ce163c7c052056a0;d95c0c35f37c939a24ac4a25
revised,all13,Luna,C-I,X05,0.0,0.0,0.0,R0163;R0164;R0165;R0166,a84e48dc3967e80fd84c8908;5fce44bbdf32effde96ccfc7;7d95a888a8d55c0131161129;1d7a958cfca5fd5aac80bfe3
revised,all13,Luna,C-I,X11,0.0,-1.0,1.0,R0179;R0180;R0181;R0182,8bbc7e525f4ea007647837b6;6048690adc45fa68c0bd8e48;ac791bce2a30acc3ef3e6aa5;f4e8959458c2ee669240c3c3
revised,all13,Luna,C-I,X20,-0.5,0.0,0.0,R0187;R0188;R0189;R0190,b798dc07320ef4857ecc6556;515f2c81dbd5894ad961216b;660873ed0132c8ebf161f15e;47d9a552e1db59df25f34b79
revised,all13,Luna,C-I,X24,0.5,0.0,0.0,R0195;R0196;R0197;R0198,89b02f40e7e1c551b2e01fad;91cf30fff79a01f84a7e43dc;32b99c5b1b2143df8367ceca;e6d110e649584901537e831a
revised,all13,Terra,C-N,F01,0.0,-1.0,1.0,R0211;R0212;R0215;R0216,2c8adbc5bc4bc9d039e84dfe;284c0c7565be7fb829d73ce4;2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
revised,all13,Terra,C-N,F02,0.0,0.0,0.0,R0219;R0220;R0223;R0224,29acac044a958ba8be3066a8;b1e8e2e4e6fe841956533868;abc78c7790d4b751fd8cc7be;f6a33b9de8808dc42de88244
revised,all13,Terra,C-N,F04,0.0,0.0,0.0,R0227;R0228;R0231;R0232,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8;003273dafef5c774314a5158;47113cf5ce8e50423a5cf6e0
revised,all13,Terra,C-N,F08,0.0,0.5,-0.5,R0235;R0236;R0239;R0240,658cc6b17edbb4d54bef4a26;d615a6e968062fcf51d6f37a;58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
revised,all13,Terra,C-N,F17,0.0,0.0,0.0,R0243;R0244;R0247;R0248,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26;18307164654f717e628f8801;813c1a6bdeb8691f7a2e09a9
revised,all13,Terra,C-N,F20,0.0,-0.5,0.5,R0251;R0252;R0255;R0256,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6;15c0c01ed7a34d7ae8e9433a;896beffa40e815574b560046
revised,all13,Terra,C-N,X02,-0.5,0.0,0.0,R0259;R0260;R0263;R0264,364f31375ec7eb9ff3343500;2da3f792449f456b380f1930;214707333d12ef01e7587d99;91eddb7566459c421f5fcef0
revised,all13,Terra,C-N,X05,0.0,0.0,0.0,R0267;R0268;R0271;R0272,b0bc92bac75ec4c6c53e05d1;a812ccccf8991c76cd3c18b5;1e8dd4dd511257bb6cfcf235;66522a4e0a6640c56b8c5caf
revised,all13,Terra,C-N,X06,0.0,0.5,-0.5,R0275;R0276;R0279;R0280,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971;21aa3505eae03dbb7c2f083e;cbd52953072b0a49654c4bae
revised,all13,Terra,C-N,X11,0.0,0.0,0.0,R0283;R0284;R0287;R0288,ce80173624f71b3e5de6323b;53d3d98ec7c8027297c80981;6b802d6d1b20969147597a58;67af78f764e8137e1731e7c4
revised,all13,Terra,C-N,X20,0.0,0.0,0.0,R0291;R0292;R0295;R0296,05c83b4ed4f5d471f0a62c5c;57a511776dc0d2bdb7a3e9fb;82411d1b0432ca0da0d35dfd;51af388469f211dd8a256759
revised,all13,Terra,C-N,X24,0.0,0.0,0.0,R0299;R0300;R0303;R0304,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df;46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
revised,all13,Terra,I-N,F01,0.0,0.0,0.0,R0213;R0214;R0215;R0216,451f6b33f7a9c3e0a5737763;5b2fa0a9f5ae551098cb62ec;2e0003053271d582a0c5cef4;9e904e0defd529b040b7c65c
revised,all13,Terra,I-N,F02,0.0,0.0,0.0,R0221;R0222;R0223;R0224,ee8249a17a1847847fd82981;fe9988e82f9786aaa6f6f9e7;abc78c7790d4b751fd8cc7be;f6a33b9de8808dc42de88244
revised,all13,Terra,I-N,F04,0.0,0.5,-0.5,R0229;R0230;R0231;R0232,44ba6a8cff87e1d77511b16d;008f28add6cd45197b6ca349;003273dafef5c774314a5158;47113cf5ce8e50423a5cf6e0
revised,all13,Terra,I-N,F08,0.0,0.0,0.0,R0237;R0238;R0239;R0240,6fab677f87e413a913cd625f;518e37aa72a170f980a40110;58e27ae9a48988e9705649c7;e0f896163d8621ef6cca60d1
revised,all13,Terra,I-N,F17,0.0,0.0,0.0,R0245;R0246;R0247;R0248,9ddf7291c7c03ee9ffc909ee;783c8f6dfac0ab0634e1d0f3;18307164654f717e628f8801;813c1a6bdeb8691f7a2e09a9
revised,all13,Terra,I-N,F20,0.0,-0.5,0.5,R0253;R0254;R0255;R0256,19b405b538e5167abf33ffb3;37fcfe1701aa999909b2ab03;15c0c01ed7a34d7ae8e9433a;896beffa40e815574b560046
revised,all13,Terra,I-N,X02,0.0,0.0,0.0,R0261;R0262;R0263;R0264,2536963dec45eedcb30b4bee;a2ae9bef402c19c67abdc858;214707333d12ef01e7587d99;91eddb7566459c421f5fcef0
revised,all13,Terra,I-N,X05,0.0,-0.5,0.5,R0269;R0270;R0271;R0272,eb7f743236649bc96fab11bc;2fafc35f0cdfca70d8ec6ff7;1e8dd4dd511257bb6cfcf235;66522a4e0a6640c56b8c5caf
revised,all13,Terra,I-N,X06,0.0,0.0,0.0,R0277;R0278;R0279;R0280,0d93bca4348c2a768477656a;a5867fcbca2d4bcb85b66d10;21aa3505eae03dbb7c2f083e;cbd52953072b0a49654c4bae
revised,all13,Terra,I-N,X11,0.0,0.0,0.0,R0285;R0286;R0287;R0288,fe7cb975ef119852d4bedce0;e2343fcd907af66473586579;6b802d6d1b20969147597a58;67af78f764e8137e1731e7c4
revised,all13,Terra,I-N,X20,0.0,0.0,0.0,R0293;R0294;R0295;R0296,f738be227ad438672b96c6f4;169d235cf7cb54f31a163d6f;82411d1b0432ca0da0d35dfd;51af388469f211dd8a256759
revised,all13,Terra,I-N,X24,0.0,0.0,0.0,R0301;R0302;R0303;R0304,9561a5f1e429658272899e0f;6a85f6097165b2809138a775;46d81ed0aba65b11e825aaf6;6052a082affb1e12ec8f49c9
revised,all13,Terra,B-C,F01,0.0,1.0,-1.0,R0209;R0210;R0211;R0212,6c25b129b3b9128dbc83d365;1dcef041ba7502458b85e4f5;2c8adbc5bc4bc9d039e84dfe;284c0c7565be7fb829d73ce4
revised,all13,Terra,B-C,F02,0.0,0.0,0.0,R0217;R0218;R0219;R0220,f11ceecd000b4225b426df4f;901e03abedcff3b8ec01f990;29acac044a958ba8be3066a8;b1e8e2e4e6fe841956533868
revised,all13,Terra,B-C,F04,0.0,1.0,-1.0,R0225;R0226;R0227;R0228,413a6cc24cf778e77d2701ca;e83675dc9497de269d3e660d;08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8
revised,all13,Terra,B-C,F08,0.0,0.5,-0.5,R0233;R0234;R0235;R0236,92e8ca4946dbff61399fb5cc;ce2923bfe311b4a69659fe16;658cc6b17edbb4d54bef4a26;d615a6e968062fcf51d6f37a
revised,all13,Terra,B-C,F17,0.0,0.0,0.0,R0241;R0242;R0243;R0244,654223961b093cd2e19418db;ea360f810ce3a4d1355af6de;37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26
revised,all13,Terra,B-C,F20,0.0,0.0,0.0,R0249;R0250;R0251;R0252,d6e3ab0cc41bd672cf6108eb;72fb1816659f6df68a88a496;bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6
revised,all13,Terra,B-C,X05,0.0,0.0,0.0,R0265;R0266;R0267;R0268,5f44d9bb279b15f4a52b5c54;c8b31b24353918eb699b83dc;b0bc92bac75ec4c6c53e05d1;a812ccccf8991c76cd3c18b5
revised,all13,Terra,B-C,X06,0.0,0.0,0.0,R0273;R0274;R0275;R0276,e180933997bdf9925eb1d01e;e7bc8589e27f2ab4a924e540;1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971
revised,all13,Terra,B-C,X11,0.0,0.0,0.0,R0281;R0282;R0283;R0284,aa37302931bebb0e8aa84bb3;4e0d06fb76a17002080a0e5c;ce80173624f71b3e5de6323b;53d3d98ec7c8027297c80981
revised,all13,Terra,B-C,X20,0.0,0.0,0.0,R0289;R0290;R0291;R0292,f1a8cbfb301e6dd865c47c5f;727e23baa815fd49bf61aa93;05c83b4ed4f5d471f0a62c5c;57a511776dc0d2bdb7a3e9fb
revised,all13,Terra,B-C,X24,0.0,0.0,0.0,R0297;R0298;R0299;R0300,7337f315c571e66620c16902;15dd585e51f5277650976544;9242bdbbc561fd496008d943;28c3255750ea6b80d33130df
revised,all13,Terra,C-I,F01,0.0,-1.0,1.0,R0211;R0212;R0213;R0214,2c8adbc5bc4bc9d039e84dfe;284c0c7565be7fb829d73ce4;451f6b33f7a9c3e0a5737763;5b2fa0a9f5ae551098cb62ec
revised,all13,Terra,C-I,F02,0.0,0.0,0.0,R0219;R0220;R0221;R0222,29acac044a958ba8be3066a8;b1e8e2e4e6fe841956533868;ee8249a17a1847847fd82981;fe9988e82f9786aaa6f6f9e7
revised,all13,Terra,C-I,F04,0.0,-0.5,0.5,R0227;R0228;R0229;R0230,08e54cd46cf155b0a7589bf4;e9c7575f00f390577297f6f8;44ba6a8cff87e1d77511b16d;008f28add6cd45197b6ca349
revised,all13,Terra,C-I,F08,0.0,0.5,-0.5,R0235;R0236;R0237;R0238,658cc6b17edbb4d54bef4a26;d615a6e968062fcf51d6f37a;6fab677f87e413a913cd625f;518e37aa72a170f980a40110
revised,all13,Terra,C-I,F17,0.0,0.0,0.0,R0243;R0244;R0245;R0246,37dd660dbee5aafc77478991;16c6692dfea46b26c4f08a26;9ddf7291c7c03ee9ffc909ee;783c8f6dfac0ab0634e1d0f3
revised,all13,Terra,C-I,F20,0.0,0.0,0.0,R0251;R0252;R0253;R0254,bbc903267bb754c4fb1233c2;9566a806691b147de62ee0a6;19b405b538e5167abf33ffb3;37fcfe1701aa999909b2ab03
revised,all13,Terra,C-I,X02,-0.5,0.0,0.0,R0259;R0260;R0261;R0262,364f31375ec7eb9ff3343500;2da3f792449f456b380f1930;2536963dec45eedcb30b4bee;a2ae9bef402c19c67abdc858
revised,all13,Terra,C-I,X05,0.0,0.5,-0.5,R0267;R0268;R0269;R0270,b0bc92bac75ec4c6c53e05d1;a812ccccf8991c76cd3c18b5;eb7f743236649bc96fab11bc;2fafc35f0cdfca70d8ec6ff7
revised,all13,Terra,C-I,X06,0.0,0.5,-0.5,R0275;R0276;R0277;R0278,1c45ce8b3fa24653a9653f98;c4bb3b5b9035da5c0423d971;0d93bca4348c2a768477656a;a5867fcbca2d4bcb85b66d10
revised,all13,Terra,C-I,X11,0.0,0.0,0.0,R0283;R0284;R0285;R0286,ce80173624f71b3e5de6323b;53d3d98ec7c8027297c80981;fe7cb975ef119852d4bedce0;e2343fcd907af66473586579
revised,all13,Terra,C-I,X20,0.0,0.0,0.0,R0291;R0292;R0293;R0294,05c83b4ed4f5d471f0a62c5c;57a511776dc0d2bdb7a3e9fb;f738be227ad438672b96c6f4;169d235cf7cb54f31a163d6f
revised,all13,Terra,C-I,X24,0.0,0.0,0.0,R0299;R0300;R0301;R0302,9242bdbbc561fd496008d943;28c3255750ea6b80d33130df;9561a5f1e429658272899e0f;6a85f6097165b2809138a775
revised,all13,QwenNext,C-N,F01,0.0,-1.0,1.0,R0523;R0524;R0527;R0528,91dbfb9c629e326be654c746;3a60f8a18dd75ad6ac7e4297;ec63137bfe9156daa65a26b7;9bf1ac2071f815168310cca9
revised,all13,QwenNext,C-N,F02,0.0,0.0,0.0,R0531;R0532;R0535;R0536,6699c13e003bddf1a015b743;8121536f2e77a4e25a7cbe2c;e25c9c0ec6b1c7b00f7b5be4;d7859f9cda50e72c0c15fd26
revised,all13,QwenNext,C-N,F04,0.0,0.0,0.0,R0539;R0540;R0543;R0544,367866c96bd84145a890d152;45e6b0c4b19ee42b758f6f3b;fa927ec958bfe4563b23255e;9b3b52a5272a5a4013cb2506
revised,all13,QwenNext,C-N,F08,0.0,0.0,0.0,R0547;R0548;R0551;R0552,e066f6216859f4ea01a27e31;419204b051a6231e867d0ddf;f448ba9af0c7e87951541371;a34fc2b309f4df92e0e123a6
revised,all13,QwenNext,C-N,F17,0.0,0.0,0.0,R0555;R0556;R0559;R0560,1b1936908cf6d55e5f7f7612;c8d6e945e017b06e3a9ecd48;0ddcc8f5ad6c440f896d375a;60109255eb955e7c86443dcc
revised,all13,QwenNext,C-N,F20,0.0,0.0,0.0,R0563;R0564;R0567;R0568,3bcbbb3c826c24d4419fda2b;4b073213532c72384b3ce5cd;7d74824f43f9f6a90ba3378b;9280475d8efbf19e65b80605
revised,all13,QwenNext,C-N,X02,0.0,0.0,0.0,R0571;R0572;R0575;R0576,c82a54b725cfa58b08a01a2c;f1efcbc5e38fa0a750bb6fbb;9109b15085f076175770461c;58984699b9e279c20510c3d6
revised,all13,QwenNext,C-N,X05,-0.5,0.5,-0.5,R0579;R0580;R0583;R0584,65d8ca72148627169e1fb8a3;3a2ea31f716c8504d37dc8a6;fddc499b20fd9cf814fb4c1c;1c98a361d5c5b7c7ce880444
revised,all13,QwenNext,C-N,X06,0.5,0.0,0.0,R0587;R0588;R0591;R0592,64f32ecc53a9df9e82fcdae2;d05f5299bf0f2a26a0b84211;5934de62a46ceb5e21a382ef;25c55f204ad295d9ccb1cd45
revised,all13,QwenNext,C-N,X11,-1.0,0.5,-0.5,R0595;R0596;R0599;R0600,eabeec11f9f9b17b85aab7ac;1bf6bacf0e1d4f30d24931b3;ab449c4bfe5cc002764329c9;f0ab57741fe9d2396d7f4037
revised,all13,QwenNext,C-N,X20,0.0,0.0,0.0,R0603;R0604;R0607;R0608,aeaef17cd4cadbe71eedf423;4a3e9986b0f06596093677cb;0b72e66630bfcb67d58225fa;44bd3a5f37dd86d56cbb8212
revised,all13,QwenNext,C-N,X24,0.5,0.0,0.0,R0611;R0612;R0615;R0616,137c1847236decde933a1430;d7d2d2fcffd90dd6d2de7f78;88f658f45f857aacaa158a08;1311387801d88a8baadc3736
revised,all13,QwenNext,C-N,X28,0.0,0.0,0.0,R0619;R0620;R0623;R0624,727292db1ac85e25904429d2;2cb53c0f380d038c586f1602;103550fde327e9aef5e3b646;2018c61597b2896c78999438
revised,all13,QwenNext,I-N,F01,0.0,-0.5,0.5,R0525;R0526;R0527;R0528,89fd584e34996034cfcde687;5d04565c0801eef687f86a26;ec63137bfe9156daa65a26b7;9bf1ac2071f815168310cca9
